,question,answer,model_answer,confidence_score,start_index,end_index,context,comparison,f1_score
144,What details should I go into regarding my personal statement for master of analytics?,"Why you want to study Business Analytics at a postgraduate level; 
What particularly attracts you to this programme and to UCL; 
How your academic and professional background meets the demands of this challenging programme; 
What your post-degree aspirations are. ",at a postgraduate level,6.332281729610405e-16,41,64,"Why you want to study Business Analytics at a postgraduate level; 
What particularly attracts you to this programme and to UCL; 
How your academic and professional background meets the demands of this challenging programme; 
What your post-degree aspirations are. 
",False,0.13953488372093026
145,Do you have real-world clients for class projects for MSc Finance?,"in Term Three and during the summer, participants engage in the design, execution and delivery of a finance research project which will be supported by a compulsory 10-hour research methods module.",in,1.936785565703758e-06,448,450,"All participants study four core modules in Term One, providing a robust quantitative underpinning in key areas of finance. In Term Two, a further two core modules are studied, again reflecting a quantitative thrust. An elective portfolio is offered, with four elective modules which can be undertaken in Term Two and/or Term Three. The elective modules enable participants to develop their interests in a number of specialist areas. Additionally, in Term Three and during the summer, participants engage in the design, execution and delivery of a finance research project which will be supported by a compulsory 10-hour research methods module.",False,0.0625
146,"I have concerns about studying for the master program in Finance during coronavirus, do you have any resources on this?",please visit UCL's prospective students Coronavirus (COVID-19) information pages,pages,1.5985957588782185e-06,388,393,"Our top priority is the wellbeing and safety of our students and staff. The campus itself has been reconfigured in line with Government guidelines to ensure it is as safe as possible, with a wide range of safety measures in place. For advice and information concerning UCL’s response to the coronavirus outbreak, please visit UCL's prospective students Coronavirus (COVID-19) information pages . ",False,0.19999999999999998
147,Is ther a part time version for MSc Finance?,This programme is full-time for one year,This programme is full-time for one year,0.9999961853027344,0,40,"This programme is full-time for one year, starting in September 2022 and ending in September 2023.",True,1.0
148,Do I need basic mathematics knowledge for MSc Finance?,"MSc Finance students are expected to have basic knowledge in financial mathematics and econometrics, and should be motivated to take their knowledge to the next level.",.,1.4681252196169225e-06,166,167,"MSc Finance students are expected to have basic knowledge in financial mathematics and econometrics, and should be motivated to take their knowledge to the next level. To get to that next level, we expect a great deal from our students, so if you choose to study with us, you can expect to be working hard, challenging yourself as we challenge you, and regularly finding yourself out of your comfort zone.",False,0.0
149,"For MSc Finance, are internships a part of this Masters programme?","in Term Three and during the summer, participants engage in the design, execution and delivery of a finance research project which will be supported by a compulsory 10-hour research methods module.",in,1.1987552852588124e-06,448,450,"All participants study four core modules in Term One, providing a robust quantitative underpinning in key areas of finance. In Term Two, a further two core modules are studied, again reflecting a quantitative thrust. An elective portfolio is offered, with four elective modules which can be undertaken in Term Two and/or Term Three. The elective modules enable participants to develop their interests in a number of specialist areas. Additionally, in Term Three and during the summer, participants engage in the design, execution and delivery of a finance research project which will be supported by a compulsory 10-hour research methods module.",False,0.0625
150,"For the Finance master, what is the date of deadline for applying?",31 March 2022,31 March 2022,0.999995231628418,160,173,"Start date: September 2022 Duration: 12 months full-time Fees: UK/EU/Overseas - £38,000 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (this is subject to change if the programme is filled before this date). Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL's English language requirements must be met (a 'Good Level' IELTS test is currently required for this programme) Coronavirus Information: See more information below",True,1.0
151,"For MSc Finance, when is the deadline of application?",31 March 2022,31 March 2022,0.9999914169311523,160,173,"Start date: September 2022 Duration: 12 months full-time Fees: UK/EU/Overseas - £38,000 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (this is subject to change if the programme is filled before this date). Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL's English language requirements must be met (a 'Good Level' IELTS test is currently required for this programme) Coronavirus Information: See more information below",True,1.0
152,"For MSc Finance, do I have to be good at Mathematics to be considered?","we stress to our applicants that this programme is highly mathematical and quantitative, so you should be prepared to be pushed in these areas.",.,1.2233059578647953e-06,226,227,"While we do welcome students from a wide variety of backgrounds onto the programme, we stress to our applicants that this programme is highly mathematical and quantitative, so you should be prepared to be pushed in these areas. Should you be admitted onto the programme, you may wish to do some extra preparation in these areas to ensure your basic knowledge is on par with your peers. You can ask our team for more information about what to prepare for.",False,0.0
153,Is it an face to face interview for the Finance master?,"Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow",Applicants,0.00015686856932006776,0,10,"Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow .",False,0.07407407407407407
154,"For the Finance master, is there a career team?","Every year over 1,000 employers/organisations attend events arranged by UCL Careers",Careers,1.1044094208045863e-06,76,83,"Every year over 1,000 employers/organisations attend events arranged by UCL Careers, including careers fairs, employer presentations and sector ‘themed weeks’, which may include employer forums, networking events, talks on how to get into the sector, and one-on-one advice sessions.",False,0.16666666666666669
155,How much is the tuition fee for overseas students for MSc Finance?,"UK/EU/Overseas - £38,000","UK/EU/Overseas - £38,000",0.9999971389770508,63,87,"Start date: September 2022 Duration: 12 months full-time Fees: UK/EU/Overseas - £38,000 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (this is subject to change if the programme is filled before this date). Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL's English language requirements must be met (a 'Good Level' IELTS test is currently required for this programme) Coronavirus Information: See more information below",True,1.0
156,Is there a required documents list for the application of MSc BA programme?,"You will need to include a degree transcript in one of the suggested disciplines, two references, and a personal statement. Overseas applicants should also supply evidence of their English language ability usually via an IELTS test.",You,1.4188148043103865e-06,0,3,"You will need to include a degree transcript in one of the suggested disciplines, two references, and a personal statement. Overseas applicants should also supply evidence of their English language ability usually via an IELTS test.",False,0.05405405405405406
157,"For MSc Finance, is it required to complete a Bachelor degree that are highly quantitative?","we stress to our applicants that this programme is highly mathematical and quantitative, so you should be prepared to be pushed in these areas.",we,1.7893369204102783e-06,84,86,"While we do welcome students from a wide variety of backgrounds onto the programme, we stress to our applicants that this programme is highly mathematical and quantitative, so you should be prepared to be pushed in these areas. Should you be admitted onto the programme, you may wish to do some extra preparation in these areas to ensure your basic knowledge is on par with your peers. You can ask our team for more information about what to prepare for.",False,0.07999999999999999
158,"For the master program in Finance, are work experiences essential to be eligible for admission?","MSc Finance students are expected to have basic knowledge in financial mathematics and econometrics, and should be motivated to take their knowledge to the next level.",.,1.5557033066215809e-06,166,167,"MSc Finance students are expected to have basic knowledge in financial mathematics and econometrics, and should be motivated to take their knowledge to the next level. To get to that next level, we expect a great deal from our students, so if you choose to study with us, you can expect to be working hard, challenging yourself as we challenge you, and regularly finding yourself out of your comfort zone.",False,0.0
159,Would you consider applicant with a lower IELTS score for MSc Finance?,an overall grade of 7.0 with a minimum of 6.5 in each of the subtests.,.,9.835924856815836e-07,389,390,"Applicants whose first language is not English must be able to provide evidence that their spoken and written command of the English language is adequate. UCL’s preferred English language qualification is the International English Language Testing System (IELTS). A ‘good level’ is required for MSc Finance, which means an overall grade of 7.0 with a minimum of 6.5 in each of the subtests. You can learn more about UCL's accepted English Language requirements here . ",False,0.0
160,When should I come to London for the master program in Finance?,prior to 26 September 2022,prior to 26 September 2022,0.9999961853027344,31,57,"All students must be in London prior to 26 September 2022, which is the first day of the first term.",True,1.0
161,Why do I need a CAS number for the Finance master?,please visit UCL’s offer holders FAQ’s page and see the section titled ‘immigration’. ,and see the section titled ‘immigration’,9.984294986641658e-16,144,184,"For more information regarding the issuing of Confirmation of Acceptance for Studies (CAS) numbers, please visit UCL’s offer holders FAQ’s page and see the section titled ‘immigration’. ",False,0.5263157894736842
162,"For the master program in Finance, how will the interview be conducted?","Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow",Applicants,3.93576810893137e-05,0,10,"Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow .",False,0.07407407407407407
163,"For MSc Finance, is experience in the financial sector essential?",Experience in the finance and finance-related sector is beneficial but is not a prerequisite.,Experience,8.297273552670958e-07,66,76,Demonstration of an appropriate academic background is essential. Experience in the finance and finance-related sector is beneficial but is not a prerequisite. Applications with work experience in fields other than finance will be considered on their merits.,False,0.13333333333333333
164,When's the earliest I can apply for BA Master?,18 October 2021,18 October 2021,0.9999303817749023,63,78,Applications to join the programme in September 2022 opened on 18 October 2021 and close on 31 March 2022 (this can be earlier if the places are filled). Applications to start the programme in September 2023 will open from October 2022. You can apply via UCL’s online portal .,True,1.0
165,"For BA master, what faculty is the course under?",School of Management,School of Management,0.9999942779541016,121,141,Students take two optional modules. They are likely to be from the following list of elective modules offered by the UCL School of Management. The optional modules are designed to develop practical analytical skills that are in high demand by potential employers.,True,1.0
166,"For the Finance master, is it possible to take the course on a part-time basis?",This programme is full-time for one year,This programme is full-time for one year,0.9999961853027344,0,40,"This programme is full-time for one year, starting in September 2022 and ending in September 2023.",True,1.0
167,"For MSc Finance, where will my class be?",Canary Wharf,Canary Wharf,0.9999933242797852,251,263,"This full-time programme is delivered by UCL School of Management and UCL’s Department of Economics, providing a study of finance underpinned by a blend of quantitative and qualitative components. It is based in UCL School of Management’s new home in Canary Wharf, the heart of London’s dynamic financial centre. It aims to provide individuals with the knowledge, understanding and skills to enable them to engage with specialist roles in the modern global financial industry. Such roles are likely to be within a range of organisations, including but not limited to; commercial banks, investment banks, asset management companies, hedge funds and private equity firms, insurance companies, credit rating agencies, fintech firms, broker/dealers, and boutique financial advisory companies. ",True,1.0
168,How is the interview conducted for the Finance master?,"Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow",Applicants,3.874864341923967e-05,0,10,"Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow .",False,0.07407407407407407
169,"For the Finance master, how much is the tuition fee for international students?","UK/EU/Overseas - £38,000","UK/EU/Overseas - £38,000",0.9999961853027344,63,87,"Start date: September 2022 Duration: 12 months full-time Fees: UK/EU/Overseas - £38,000 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (this is subject to change if the programme is filled before this date). Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL's English language requirements must be met (a 'Good Level' IELTS test is currently required for this programme) Coronavirus Information: See more information below",True,1.0
170,When does application open for BA master?,18 October 2021,18 October 2021,0.9999895095825195,63,78,Applications to join the programme in September 2022 opened on 18 October 2021 and close on 31 March 2022 (this can be earlier if the places are filled). Applications to start the programme in September 2023 will open from October 2022. You can apply via UCL’s online portal .,True,1.0
171,When is the application deadline for MSc Business Analytics?,31 March 2022,31 March 2022,0.9999942779541016,122,135,"The sooner the better. Apply to see if you meet the requirements and if you get an interview. Applications are open until 31 March 2022, however this could be earlier if the programme is filled.",True,1.0
172,"For the Finance master, is experience in the finance and finance-related sector a prerequisite?",Experience in the finance and finance-related sector is beneficial but is not a prerequisite.,.,6.080545972508844e-06,158,159,Demonstration of an appropriate academic background is essential. Experience in the finance and finance-related sector is beneficial but is not a prerequisite. Applications with work experience in fields other than finance will be considered on their merits.,False,0.0
173,Do I have to include a professional statement in my application to MSc Master?,A professional statement is a key component of the application process and must accompany the initial application.,.,1.8562541299615987e-06,113,114,"A professional statement is a key component of the application process and must accompany the initial application. The statement will capture and articulate the motivation to pursue the MSc Finance programme, demonstrating a clear interest in finance and economics, feeding into a statement of well-researched and grounded, short and long-term professional and personal objectives. We also require a copy of your CV.",False,0.0
174,Are work experiences essential to be eligible for admission for the master program in Finance?,"MSc Finance students are expected to have basic knowledge in financial mathematics and econometrics, and should be motivated to take their knowledge to the next level.",MSc,1.2289608548599062e-06,0,3,"MSc Finance students are expected to have basic knowledge in financial mathematics and econometrics, and should be motivated to take their knowledge to the next level. To get to that next level, we expect a great deal from our students, so if you choose to study with us, you can expect to be working hard, challenging yourself as we challenge you, and regularly finding yourself out of your comfort zone.",False,0.07407407407407407
175,Do I have to do ielts for applying ba master course?,please note that UCL’s English language requirements must be met,please note that UCL’s English language requirements must be met,0.9999942779541016,362,426,"Start date: September 2022 Duration: 12 months full-time Fees: UK - £19,400, and Overseas - £35,100 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (please note that this is subject to change if the programme is filled before this date) Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL’s English language requirements must be met (a ‘Good Level’ IELTS test is currently required for this programme) further details regarding this can be found at the UCL English Language Requirements page. Coronavirus Information: See more information below",True,1.0
176,How many rounds of interviews are there for MSc Finance?,"Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow .",.,0.00011467832518974319,172,173,"Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow .",False,0.07142857142857142
177,Is there any fundings or scholarship available forBusiness Analytics programme?,Scholarships are available through UCL for all years of study.,Scholarships are available through UCL for all years of study.,0.9999933242797852,0,62,"Scholarships are available through UCL for all years of study. Competition for scholarships is fierce, however, and to stand a chance of being chosen you will need to show evidence of commitment and the potential for high achievement.",True,1.0
178,What should be included in my personal statement for Master of BA?,"Why you want to study Business Analytics at a postgraduate level; 
What particularly attracts you to this programme and to UCL; 
How your academic and professional background meets the demands of this challenging programme; 
What your post-degree aspirations are. ",at a postgraduate level,6.882338043414651e-16,41,64,"Why you want to study Business Analytics at a postgraduate level; 
What particularly attracts you to this programme and to UCL; 
How your academic and professional background meets the demands of this challenging programme; 
What your post-degree aspirations are. 
",False,0.13953488372093026
179,What's the need of having a CAS number for the master program in Finance?,please visit UCL’s offer holders FAQ’s page and see the section titled ‘immigration’,’,4.1937823880289216e-06,183,184,"For more information regarding the issuing of Confirmation of Acceptance for Studies (CAS) numbers, please visit UCL’s offer holders FAQ’s page and see the section titled ‘immigration’. ",False,0.0
180,What English examination do I need to take in order to apply for MSc BA?,please note that UCL’s English language requirements must be met,please note that UCL’s English language requirements must be met,0.9999923706054688,362,426,"Start date: September 2022 Duration: 12 months full-time Fees: UK - £19,400, and Overseas - £35,100 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (please note that this is subject to change if the programme is filled before this date) Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL’s English language requirements must be met (a ‘Good Level’ IELTS test is currently required for this programme) further details regarding this can be found at the UCL English Language Requirements page. Coronavirus Information: See more information below",True,1.0
181,What is the mode of study for BA?,full-time,full-time,0.9999408721923828,47,56,"Start date: September 2022 Duration: 12 months full-time Fees: UK - £19,400, and Overseas - £35,100 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (please note that this is subject to change if the programme is filled before this date) Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL’s English language requirements must be met (a ‘Good Level’ IELTS test is currently required for this programme) further details regarding this can be found at the UCL English Language Requirements page. Coronavirus Information: See more information below",True,1.0
182,"For the Finance master's application, can I not submit a professional statement?",A professional statement is a key component of the application process and must accompany the initial application.,A,1.5625802234353614e-06,0,1,"A professional statement is a key component of the application process and must accompany the initial application. The statement will capture and articulate the motivation to pursue the MSc Finance programme, demonstrating a clear interest in finance and economics, feeding into a statement of well-researched and grounded, short and long-term professional and personal objectives. We also require a copy of your CV.",False,0.1111111111111111
183,"For the Finance master, how many modules do I need to take?","All participants study four core modules in Term One, providing a robust quantitative underpinning in key areas of finance. In Term Two, a further two core modules are studied, again reflecting a quantitative thrust. An elective portfolio is offered, with four elective modules which can be undertaken in Term Two and/or Term Three. The elective modules enable participants to develop their interests in a number of specialist areas. Additionally, in Term Three and during the summer, participants engage in the design, execution and delivery of a finance research project which will be supported by a compulsory 10-hour research methods module.",All,1.0818650935107144e-06,0,3,"All participants study four core modules in Term One, providing a robust quantitative underpinning in key areas of finance. In Term Two, a further two core modules are studied, again reflecting a quantitative thrust. An elective portfolio is offered, with four elective modules which can be undertaken in Term Two and/or Term Three. The elective modules enable participants to develop their interests in a number of specialist areas. Additionally, in Term Three and during the summer, participants engage in the design, execution and delivery of a finance research project which will be supported by a compulsory 10-hour research methods module.",False,0.019801980198019802
184,"For MSc Finance, how is the interview conducted?","Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow .",.,0.00011410330625949427,172,173,"Applicants who meet the entry requirements, provide an appropriate professional statement, and pass the online maths test will be invited for an online interview via WePow .",False,0.07142857142857142
185,"For MSc Finance, who can I contact for further information?",the Programme Administrator via email at: mgmt-finance@ucl.ac.uk,the,3.3602709663682617e-06,76,79,"For further information regarding the MSc Finance programme, please contact the Programme Administrator via email at: mgmt-finance@ucl.ac.uk . For further information regarding applications application please see the UCL Postgraduate Admissions Website . ",False,0.25
186,What kind of documents do I need to submit in the application of BA programme?,"You will need to include a degree transcript in one of the suggested disciplines, two references, and a personal statement. Overseas applicants should also supply evidence of their English language ability usually via an IELTS test.",You,1.9672759208333446e-06,0,3,"You will need to include a degree transcript in one of the suggested disciplines, two references, and a personal statement. Overseas applicants should also supply evidence of their English language ability usually via an IELTS test.",False,0.05405405405405406
187,"For MSc Finance, who can I contact for more details?",the Programme Administrator via email at: mgmt-finance@ucl.ac.uk,the,3.5877480968338205e-06,76,79,"For further information regarding the MSc Finance programme, please contact the Programme Administrator via email at: mgmt-finance@ucl.ac.uk . For further information regarding applications application please see the UCL Postgraduate Admissions Website . ",False,0.25
188,"For MSc Finance, what is the date of deadline for applying?",31 March 2022,31 March 2022,0.9999942779541016,160,173,"Start date: September 2022 Duration: 12 months full-time Fees: UK/EU/Overseas - £38,000 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (this is subject to change if the programme is filled before this date). Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL's English language requirements must be met (a 'Good Level' IELTS test is currently required for this programme) Coronavirus Information: See more information below",True,1.0
189,Where should I live if I am doing the analytics course?,Please see student accommodation for details of accommodation available at UCL.,Please see student accommodation for details of accommodation available at UCL.,0.9999942779541016,0,79,Please see student accommodation for details of accommodation available at UCL.,True,1.0
190,Is there a part time option for the business analytics master?,"No, unfortunately this programme is not offered as a part-time study.","No, unfortunately this programme is not offered as a part-time study.",0.9999961853027344,0,69,"No, unfortunately this programme is not offered as a part-time study.",True,1.0
191,Do I have to be very quantitative for MSc Finance?,"we stress to our applicants that this programme is highly mathematical and quantitative, so you should be prepared to be pushed in these areas.",we,1.4504856835628743e-06,84,86,"While we do welcome students from a wide variety of backgrounds onto the programme, we stress to our applicants that this programme is highly mathematical and quantitative, so you should be prepared to be pushed in these areas. Should you be admitted onto the programme, you may wish to do some extra preparation in these areas to ensure your basic knowledge is on par with your peers. You can ask our team for more information about what to prepare for.",False,0.07999999999999999
192,"For MSc Finance, what is the tuition fee for local student?","UK/EU/Overseas - £38,000","UK/EU/Overseas - £38,000",0.9999980926513672,63,87,"Start date: September 2022 Duration: 12 months full-time Fees: UK/EU/Overseas - £38,000 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (this is subject to change if the programme is filled before this date). Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL's English language requirements must be met (a 'Good Level' IELTS test is currently required for this programme) Coronavirus Information: See more information below",True,1.0
193,Can you provide more details regarding my potential study and coronavirus for MSc Finance?,please visit UCL's prospective students Coronavirus (COVID-19) information pages,pages,2.328357595615671e-06,388,393,"Our top priority is the wellbeing and safety of our students and staff. The campus itself has been reconfigured in line with Government guidelines to ensure it is as safe as possible, with a wide range of safety measures in place. For advice and information concerning UCL’s response to the coronavirus outbreak, please visit UCL's prospective students Coronavirus (COVID-19) information pages . ",False,0.19999999999999998
194,What programming langauge can I expect to learn in the master course in BA?,"The core elements of the programme are delivered in Python. In other modules we also use; R, Stata and JavaScript but Python is the main language used.",.,2.7831999886984704e-06,150,151,"The core elements of the programme are delivered in Python. In other modules we also use; R, Stata and JavaScript but Python is the main language used.",False,0.0
195,"For the Finance master, who should I contact for further details regarding the application process?",the Programme Administrator via email at: mgmt-finance@ucl.ac.uk,the,2.2719693788531004e-06,76,79,"For further information regarding the MSc Finance programme, please contact the Programme Administrator via email at: mgmt-finance@ucl.ac.uk . For further information regarding applications application please see the UCL Postgraduate Admissions Website . ",False,0.25
196,"For MSc Finance, how much is the tuition fee for UK students?","UK/EU/Overseas - £38,000","UK/EU/Overseas - £38,000",0.999995231628418,63,87,"Start date: September 2022 Duration: 12 months full-time Fees: UK/EU/Overseas - £38,000 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (this is subject to change if the programme is filled before this date). Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL's English language requirements must be met (a 'Good Level' IELTS test is currently required for this programme) Coronavirus Information: See more information below",True,1.0
197,Who should I contact for further information for MSc Finance?,the Programme Administrator via email at: mgmt-finance@ucl.ac.uk,the,1.7098136595450342e-06,76,79,"For further information regarding the MSc Finance programme, please contact the Programme Administrator via email at: mgmt-finance@ucl.ac.uk . For further information regarding applications application please see the UCL Postgraduate Admissions Website . ",False,0.25
198,"For the Finance master, can I undertake the course on a part-time basis?",This programme is full-time for one year,This programme is full-time for one year,0.9999971389770508,0,40,"This programme is full-time for one year, starting in September 2022 and ending in September 2023.",True,1.0
199,What is the minimum score do I need to get for Ielts for MSc Business Analytics?,"an overall grade of 7.0, with a minimum of 6.5 in each of the subtests",subtests,1.5418900147778913e-06,1175,1183,"Academic Profile: The minimum entrance requirements are an upper second-class (2:1) Bachelor’s degree from a UK university or an overseas equivalent and a strong aptitude for quantitative analysis. Applicants are likely to have studied a range of degrees including business, engineering, computer science, economics, and psychology. International Students may ascertain qualification equivalents from the UCL international students website. UCL Admissions check qualification equivalencies before forwarding application forms to our School. The UCL School of Management is unable to comment on international qualifications. 
Career Aspirations: Focused on helping global companies and high-growth businesses use business analytics to tackle world-scale problems. 
English Language Skills: Applicants whose first language is not English must be able to provide evidence that their spoken and written command of the English language is adequate. UCL’s preferred English language qualification is the International English Language Testing System (IELTS). A ‘Good Level’ is required for the Business Analytics: i.e. an overall grade of 7.0, with a minimum of 6.5 in each of the subtests. 
Application Process: Qualifications are assessed only once an application has been submitted. The equivalency of overseas qualifications cannot be assessed unless a full application with all supporting documentation such as degree transcripts, references, etc. has already been submitted to UCL. 
",False,0.125
200,Is there a contact email for potential canditates to request more information regrading the ba master course?,the Programme Administrator via: mgmt-ba@ucl.ac.uk,the,1.0960885674649035e-06,76,79,For further information regarding the Business Analytics MSc please contact the Programme Administrator via: mgmt-ba@ucl.ac.uk . For further queries regarding admissions please see the UCL Postgraduate Admissions Webpage . ,False,0.33333333333333337
201,Does my bachelor degree has to be highly numerical to be considered for MSc Finance?,"we stress to our applicants that this programme is highly mathematical and quantitative, so you should be prepared to be pushed in these areas.",we,1.6250339740508934e-06,84,86,"While we do welcome students from a wide variety of backgrounds onto the programme, we stress to our applicants that this programme is highly mathematical and quantitative, so you should be prepared to be pushed in these areas. Should you be admitted onto the programme, you may wish to do some extra preparation in these areas to ensure your basic knowledge is on par with your peers. You can ask our team for more information about what to prepare for.",False,0.07999999999999999
202,What is the structure of the program for the master program in Finance?,"All participants study four core modules in Term One, providing a robust quantitative underpinning in key areas of finance. In Term Two, a further two core modules are studied, again reflecting a quantitative thrust. An elective portfolio is offered, with four elective modules which can be undertaken in Term Two and/or Term Three. The elective modules enable participants to develop their interests in a number of specialist areas. Additionally, in Term Three and during the summer, participants engage in the design, execution and delivery of a finance research project which will be supported by a compulsory 10-hour research methods module",module,1.2111803698644508e-05,638,644,"All participants study four core modules in Term One, providing a robust quantitative underpinning in key areas of finance. In Term Two, a further two core modules are studied, again reflecting a quantitative thrust. An elective portfolio is offered, with four elective modules which can be undertaken in Term Two and/or Term Three. The elective modules enable participants to develop their interests in a number of specialist areas. Additionally, in Term Three and during the summer, participants engage in the design, execution and delivery of a finance research project which will be supported by a compulsory 10-hour research methods module.",False,0.019801980198019802
203,"For the master program in Finance, what is the tuition fee for international student?","UK/EU/Overseas - £38,000","UK/EU/Overseas - £38,000",0.9999971389770508,63,87,"Start date: September 2022 Duration: 12 months full-time Fees: UK/EU/Overseas - £38,000 Application deadline: Applications open on 18 October 2021 and close on 31 March 2022 (this is subject to change if the programme is filled before this date). Entry: Minimum of 2:1 or equivalent in a relevant discipline (International students - please note that UCL's English language requirements must be met (a 'Good Level' IELTS test is currently required for this programme) Coronavirus Information: See more information below",True,1.0
204,"For the Finance master, is the requirement for GMAR or GRE exam?",We do not require GMAT/GRE scores,We do not require GMAT/GRE scores,0.999995231628418,378,411,"Qualifications which are requested to support an application, such as a 2:1 Bachelor’s degree or equivalent, will only be assessed once an application has been completed and submitted. The equivalency of overseas qualifications cannot be assessed until a full application with all supporting documentation such as degree transcripts, references, etc. has been submitted to UCL. We do not require GMAT/GRE scores - but applicants who have taken a test are encouraged to submit their results if they feel their score will strengthen their application - but students will need to pass a maths test provided by UCL to be eligible to receive a final admission letter. ",True,1.0
